time,ticker,action,quantity,target_price,executed_price,commission,slippage_cost,total_cost,realized_pnl,cash_balance,holdings_value,portfolio_value,status,notes
2025-01-02,JPM,buy,416.0,240.0,240.14399999999998,99.89990399999999,59.90399999999045,99999.803904,0.0,900000.196096,99840.0,999840.196096,EXECUTED,
2025-01-02,QQQ,buy,195.0,510.23,510.536138,99.55454691000001,59.696909999995285,99654.10145691001,0.0,800346.09463909,199334.85,999680.94463909,EXECUTED,
2025-01-02,CSCO,buy,1692.0,59.1,59.135459999999995,100.05719832,59.99831999998881,100157.25551832,0.0,700188.83912077,299332.05,999520.8891207699,EXECUTED,
2025-01-02,AAPL,buy,410.0,243.85,243.99630999999997,100.03848709999998,59.98709999998823,100138.52558709998,0.0,600050.31353367,399310.55,999360.8635336701,EXECUTED,
2025-01-02,V,buy,318.0,314.4,314.58863999999994,100.03918751999998,59.987519999988535,100139.22670751998,0.0,499911.0868261501,499289.75,999200.8368261501,EXECUTED,
2025-01-02,GOOG,buy,524.0,190.63,190.74437799999998,99.95005407199999,59.93407199999365,100050.00412607199,0.0,399861.0827000781,599179.87,999040.952700078,EXECUTED,
2025-01-02,AMZN,buy,454.0,220.22,220.35213199999998,100.03986792799999,59.987927999992905,100139.907795928,0.0,299721.1749041501,699159.75,998880.9249041501,EXECUTED,
2025-01-02,NVDA,buy,723.0,138.31,138.39298599999998,100.05812887799999,59.99887799998331,100158.18700687798,0.0,199562.9878972721,799157.88,998720.8678972721,EXECUTED,
2025-01-02,UNH,buy,198.0,504.51,504.81270599999993,99.95291578799998,59.93578799998886,100052.86870378799,0.0,99510.11919348412,899050.86,998560.9791934841,EXECUTED,
2025-01-02,GOOGL,buy,524.4739366853368,189.43,189.543658,99.41070848499912,59.897765999993,99510.11919348412,0.0,0.0,998401.9578263033,998401.9578263033,EXECUTED,Reduced due to cash constraint
2025-03-14,JPM,sell,416.0,232.44,232.30053600000002,96.63702297600001,58.01702399998976,96733.65999897601,-3459.4179509759997,96540.385953024,838160.4817820564,934700.8677350804,EXECUTED,
2025-03-14,NVDA,sell,723.0,121.67,121.59699800000001,87.91462955400002,52.7804459999915,88002.54418355401,-12331.472082431952,184367.10087747002,750193.0717820564,934560.1726595263,EXECUTED,
2025-03-14,AMZN,sell,454.0,197.95,197.83123,89.81537842000002,53.92157999999256,89905.19379842,-10414.344754347985,274092.66391905,660323.7717820564,934416.4357011064,EXECUTED,
2025-03-14,GOOGL,sell,524.4739366853368,165.49,165.39070600000002,86.74311466698715,52.32793799999274,86829.85778165414,-12853.74764116395,360749.0354713702,573528.5800000001,934277.6154713703,EXECUTED,Reduced to available position
2025-03-14,V,sell,318.0,331.8,331.60092000000003,105.44909256000001,63.3074399999939,105554.54165256,5204.41675992003,466092.67893881025,468016.18000000005,934108.8589388103,EXECUTED,
2025-03-14,AAPL,sell,410.0,213.49,213.36190600000003,87.47838146000002,52.51853999999014,87565.85984146001,-12747.622508559958,553483.5820173502,380485.28,933968.8620173503,EXECUTED,
2025-03-14,CSCO,sell,1692.0,60.5,60.4637,102.3045804,61.419599999995114,102406.8849804,2045.0203012800048,655685.8578369502,278119.28,933805.1378369502,EXECUTED,
2025-03-14,QQQ,sell,195.0,479.66,479.37220400000007,93.47757978000001,56.12021999999172,93571.05735978001,-6269.999256689989,749069.9600371702,184585.58000000002,933655.5400371703,EXECUTED,
2025-03-14,UNH,sell,198.0,488.65,488.35681,96.69464838,58.05161999999632,96791.34302838,-3454.914972167986,845667.9137687902,87832.88,933500.7937687902,EXECUTED,
2025-03-14,GOOG,sell,524.0,167.62,167.519428,87.780180272,52.69972799999982,87867.960452272,-12357.604034343996,933360.3138605182,0.0,933360.3138605182,EXECUTED,
2025-03-14,JPM,buy,430.0,232.44,232.57946399999997,100.00916951999999,59.969519999989416,100109.17868951998,0.0,833251.1351709982,99949.2,933200.3351709981,EXECUTED,
2025-03-14,QQQ,buy,208.0,479.66,479.947796,99.829141568,59.861567999991166,99928.97070956799,0.0,733322.1644614302,199718.47999999998,933040.6444614301,EXECUTED,
2025-03-14,GOOGL,buy,604.0,165.49,165.589294,100.015933576,59.97357599999168,100115.94950957599,0.0,633206.2149518542,299674.44,932880.6549518541,EXECUTED,
2025-03-14,HYG,buy,1267.0,78.88,78.92732799999999,100.00092457599999,59.964575999991325,100100.92550057599,0.0,533105.2894512782,399615.4,932720.6894512782,EXECUTED,
2025-03-14,IVV,buy,176.0,565.56,565.899336,99.59828313599999,59.72313600000052,99697.88141913599,0.0,433407.4080321422,499153.96,932561.3680321423,EXECUTED,
2025-03-14,V,buy,301.0,331.8,331.99908,99.93172308,59.92307999999423,100031.65480307999,0.0,333375.7532290622,599025.76,932401.5132290622,EXECUTED,
2025-03-14,XLF,buy,2061.0,48.52,48.549112,100.059719832,59.99983199999548,100159.779551832,0.0,233215.97367723018,699025.48,932241.4536772302,EXECUTED,
2025-03-14,SPY,buy,177.0,562.81,563.1476859999999,99.67714042199998,59.770421999993346,99776.81756242199,0.0,133439.1561148082,798642.85,932082.0061148081,EXECUTED,
2025-03-14,AAPL,buy,468.0,213.49,213.61809399999999,99.97326799199999,59.947991999988744,100073.24125999199,0.0,33365.914854816205,898556.17,931922.0848548162,EXECUTED,
2025-03-14,WMT,buy,390.4484276975947,85.35,85.37,33.33258227254366,23.42000000001198,33365.914854816205,0.0,0.0,931880.9433039897,931880.9433039897,EXECUTED,Reduced due to cash constraint
2025-05-22,V,sell,301.0,357.97,357.75521800000007,107.68432061800003,64.64938199998704,107792.00493861803,7544.9814943020465,107576.63629738202,863777.4876690303,971354.1239664124,EXECUTED,
2025-05-22,JPM,sell,430.0,260.67,260.51359800000006,112.02084714000003,67.25285999998164,112132.86798714002,11799.647603340054,219485.46259024204,751689.3876690303,971174.8502592724,EXECUTED,
2025-05-22,QQQ,sell,208.0,514.0,513.6916,106.8478528,64.14720000000125,106954.70065279999,6812.034237632004,326226.46753744205,644777.3876690303,971003.8552064723,EXECUTED,
2025-05-22,AAPL,sell,468.0,201.36,201.23918400000002,94.179938112,56.54188799999565,94274.11805011201,-5987.483086103995,420312.2257113301,550540.9076690302,970853.1333803603,EXECUTED,
2025-05-22,SPY,sell,177.0,583.09,582.7401460000001,103.14500584200002,61.92415799998878,103248.15084784201,3265.043273736039,523354.0865474881,447333.97766903025,970688.0642165183,EXECUTED,
2025-05-22,XLF,sell,2061.0,50.23,50.199862,103.461915582,62.11441799998718,103565.377497582,3198.6741145859996,626712.5402139061,343809.9476690302,970522.4878829364,EXECUTED,
2025-05-22,WMT,sell,390.4484276975947,95.93,95.872442,37.43324423842885,67.40041800000026,37470.67748266727,4029.896139374214,664108.3512080965,306354.23,970462.5812080965,EXECUTED,Reduced to available position
2025-05-22,IVV,sell,176.0,585.76,585.408544,103.031903744,61.8562559999973,103134.935647744,3230.990421120019,767037.2230483525,203260.47,970297.6930483525,EXECUTED,
2025-05-22,HYG,sell,1267.0,78.97,78.922618,99.99495700599999,60.03299399999864,100094.951963006,-205.96345158199256,866932.1850973465,103205.48,970137.6650973465,EXECUTED,
2025-05-22,GOOGL,sell,604.0,170.87,170.767478,103.143556712,61.92328799999598,103246.70026871201,2924.463645712007,969972.5982526345,0.0,969972.5982526345,EXECUTED,
2025-05-22,V,buy,279.0,357.97,358.184782,99.933554178,59.92417799998799,100033.487732178,0.0,869939.1105204566,99873.63,969812.7405204566,EXECUTED,
2025-05-22,CSCO,buy,1578.0,63.36,63.398016,100.042069248,59.98924799999833,100142.111317248,0.0,769796.9992032086,199855.71000000002,969652.7092032086,EXECUTED,
2025-05-22,MSFT,buy,219.0,454.86,455.13291599999997,99.674108604,59.76860399998958,99773.78271260399,0.0,670023.2164906046,299470.05000000005,969493.2664906046,EXECUTED,
2025-05-22,BA,buy,491.0,203.41,203.53204599999998,99.93423458599999,59.92458599999176,100034.168820586,0.0,569989.0476700186,399344.36000000004,969333.4076700187,EXECUTED,
2025-05-22,IVV,buy,170.0,585.76,586.111456,99.63894752,59.747519999997394,99738.58646752,0.0,470250.46120249864,498923.56,969174.0212024986,EXECUTED,
2025-05-22,AMD,buy,903.0,110.71,110.77642599999999,100.031112678,59.98267799999347,100131.14379067799,0.0,370119.31741182064,598894.69,969014.0074118206,EXECUTED,
2025-05-22,PFE,buy,4340.0,23.04,23.053824,100.05359616,59.996159999998326,100153.64975616,0.0,269965.66765566065,698888.2899999999,968853.9576556606,EXECUTED,
